model,fold,partition,dimensions,slice,rows,families,accuracy
CompactBlurCNN,4,train,articleType,Tights,6,5,0.8333333333333334
CompactBlurCNN,4,train,articleType,Tops,1094,774,0.973491773308958
CompactBlurCNN,4,train,articleType,Track Pants,200,161,0.95
CompactBlurCNN,4,train,articleType,Tracksuits,19,16,0.9473684210526315
CompactBlurCNN,4,train,articleType,Travel Accessory,10,9,0.9
CompactBlurCNN,4,train,articleType,Trolley Bag,2,1,1.0
CompactBlurCNN,4,train,articleType,Trousers,348,222,0.9942528735632183
CompactBlurCNN,4,train,articleType,Trunk,96,69,1.0
CompactBlurCNN,4,train,articleType,Tshirts,4601,3682,0.9832645077157139
CompactBlurCNN,4,train,articleType,Tunics,119,106,1.0
CompactBlurCNN,4,train,articleType,Umbrellas,3,3,1.0
CompactBlurCNN,4,train,articleType,Waist Pouch,12,11,0.75
CompactBlurCNN,4,train,articleType,Waistcoat,10,9,1.0
CompactBlurCNN,4,train,articleType,Wallets,563,341,0.9520426287744227
CompactBlurCNN,4,train,articleType,Watches,1533,1036,0.9321591650358774
CompactBlurCNN,4,train,articleType,Water Bottle,8,8,0.75
CompactBlurCNN,4,train,articleType,Wristbands,4,4,0.5
CompactBlurCNN,4,train,family_size_bin,1,15248,15248,0.9445173137460651
CompactBlurCNN,4,train,family_size_bin,2-3,5005,2237,0.9632367632367632
CompactBlurCNN,4,train,family_size_bin,4+,5963,850,0.9820560120744591
CompactBlurCNN,4,train,gender x articleType,Boys | Booties,3,2,0.0
CompactBlurCNN,4,train,gender x articleType,Boys | Capris,11,3,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Casual Shoes,18,16,0.3333333333333333
CompactBlurCNN,4,train,gender x articleType,Boys | Churidar,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Boys | Clothing Set,3,3,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Flip Flops,12,11,0.5833333333333334
CompactBlurCNN,4,train,gender x articleType,Boys | Gloves,4,2,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Innerwear Vests,3,1,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Jackets,2,1,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Jeans,19,8,0.8421052631578947
CompactBlurCNN,4,train,gender x articleType,Boys | Kurta Sets,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Kurtas,4,3,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Leggings,3,3,0.3333333333333333
CompactBlurCNN,4,train,gender x articleType,Boys | Rompers,6,4,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Sandals,9,8,0.6666666666666666
CompactBlurCNN,4,train,gender x articleType,Boys | Shirts,53,20,0.9622641509433962
CompactBlurCNN,4,train,gender x articleType,Boys | Shorts,37,20,0.8648648648648649
CompactBlurCNN,4,train,gender x articleType,Boys | Socks,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Boys | Sports Shoes,2,2,0.0
CompactBlurCNN,4,train,gender x articleType,Boys | Sweatshirts,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Boys | Trousers,3,2,1.0
CompactBlurCNN,4,train,gender x articleType,Boys | Tshirts,347,200,0.9452449567723343
CompactBlurCNN,4,train,gender x articleType,Boys | Waistcoat,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Backpacks,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Girls | Booties,4,2,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Capris,21,12,0.6190476190476191
CompactBlurCNN,4,train,gender x articleType,Girls | Casual Shoes,10,9,0.7
CompactBlurCNN,4,train,gender x articleType,Girls | Clothing Set,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Dresses,45,31,0.8888888888888888
CompactBlurCNN,4,train,gender x articleType,Girls | Earrings,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Girls | Flip Flops,4,4,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Gloves,6,3,0.5
CompactBlurCNN,4,train,gender x articleType,Girls | Innerwear Vests,4,3,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Jeans,9,4,0.7777777777777778
CompactBlurCNN,4,train,gender x articleType,Girls | Leggings,14,6,0.7857142857142857
CompactBlurCNN,4,train,gender x articleType,Girls | Lehenga Choli,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Rompers,3,3,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Salwar,4,4,0.25
CompactBlurCNN,4,train,gender x articleType,Girls | Sandals,30,26,0.5666666666666667
CompactBlurCNN,4,train,gender x articleType,Girls | Shirts,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Girls | Shorts,26,14,0.8846153846153846
CompactBlurCNN,4,train,gender x articleType,Girls | Skirts,16,9,0.5625
CompactBlurCNN,4,train,gender x articleType,Girls | Tops,154,81,0.8961038961038961
CompactBlurCNN,4,train,gender x articleType,Girls | Tshirts,71,54,0.8732394366197183
CompactBlurCNN,4,train,gender x articleType,Girls | Watches,7,1,0.8571428571428571
CompactBlurCNN,4,train,gender x articleType,Men | Accessory Gift Set,73,27,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Backpacks,36,21,0.2222222222222222
CompactBlurCNN,4,train,gender x articleType,Men | Bangle,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Men | Belts,349,187,0.9828080229226361
CompactBlurCNN,4,train,gender x articleType,Men | Blazers,4,4,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Body Wash and Scrub,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Boxers,27,21,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Bracelet,16,1,0.75
CompactBlurCNN,4,train,gender x articleType,Men | Briefs,350,246,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Caps,73,62,0.7123287671232876
CompactBlurCNN,4,train,gender x articleType,Men | Casual Shoes,1432,1055,0.9818435754189944
CompactBlurCNN,4,train,gender x articleType,Men | Churidar,6,5,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Cufflinks,31,15,0.967741935483871
CompactBlurCNN,4,train,gender x articleType,Men | Deodorant,127,110,0.984251968503937
CompactBlurCNN,4,train,gender x articleType,Men | Duffel Bag,3,2,0.3333333333333333
CompactBlurCNN,4,train,gender x articleType,Men | Flip Flops,318,280,0.9339622641509434
CompactBlurCNN,4,train,gender x articleType,Men | Formal Shoes,415,178,0.9975903614457832
CompactBlurCNN,4,train,gender x articleType,Men | Fragrance Gift Set,20,19,0.95
CompactBlurCNN,4,train,gender x articleType,Men | Free Gifts,25,15,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Gloves,4,4,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Handbags,4,3,0.5
CompactBlurCNN,4,train,gender x articleType,Men | Innerwear Vests,157,125,0.9872611464968153
CompactBlurCNN,4,train,gender x articleType,Men | Jackets,124,109,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Jeans,208,91,0.9807692307692307
CompactBlurCNN,4,train,gender x articleType,Men | Kurtas,36,29,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Kurtis,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Laptop Bag,13,9,0.3076923076923077
CompactBlurCNN,4,train,gender x articleType,Men | Lounge Pants,22,20,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Lounge Shorts,19,14,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Messenger Bag,8,8,0.375
CompactBlurCNN,4,train,gender x articleType,Men | Mufflers,20,18,0.95
CompactBlurCNN,4,train,gender x articleType,Men | Nehru Jackets,3,2,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Night suits,12,8,0.9166666666666666
CompactBlurCNN,4,train,gender x articleType,Men | Perfume and Body Mist,214,186,0.9345794392523364
CompactBlurCNN,4,train,gender x articleType,Men | Ring,25,1,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Sandals,478,302,0.9853556485355649
CompactBlurCNN,4,train,gender x articleType,Men | Scarves,34,25,0.9411764705882353
CompactBlurCNN,4,train,gender x articleType,Men | Shirts,1859,1040,0.9978483055406132
CompactBlurCNN,4,train,gender x articleType,Men | Shoe Accessories,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Shorts,253,204,0.9683794466403162
CompactBlurCNN,4,train,gender x articleType,Men | Socks,313,156,0.9712460063897763
CompactBlurCNN,4,train,gender x articleType,Men | Sports Sandals,19,18,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Sports Shoes,1056,949,0.990530303030303
CompactBlurCNN,4,train,gender x articleType,Men | Stoles,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Sunglasses,382,163,0.9712041884816754
CompactBlurCNN,4,train,gender x articleType,Men | Suspenders,27,15,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Sweaters,129,107,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Sweatshirts,148,122,0.9932432432432432
CompactBlurCNN,4,train,gender x articleType,Men | Ties,144,68,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Tights,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Men | Track Pants,144,111,0.9513888888888888
CompactBlurCNN,4,train,gender x articleType,Men | Tracksuits,19,16,0.9473684210526315
CompactBlurCNN,4,train,gender x articleType,Men | Trousers,285,174,0.9929824561403509
CompactBlurCNN,4,train,gender x articleType,Men | Trunk,96,69,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Tshirts,3455,2786,0.9939218523878437
CompactBlurCNN,4,train,gender x articleType,Men | Tunics,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Waist Pouch,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Men | Waistcoat,4,4,1.0
CompactBlurCNN,4,train,gender x articleType,Men | Wallets,278,129,0.9784172661870504
CompactBlurCNN,4,train,gender x articleType,Men | Watches,892,560,0.9831838565022422
CompactBlurCNN,4,train,gender x articleType,Men | Water Bottle,2,2,0.5
CompactBlurCNN,4,train,gender x articleType,Unisex | Backpacks,417,298,0.9712230215827338
CompactBlurCNN,4,train,gender x articleType,Unisex | Basketballs,10,10,0.9
CompactBlurCNN,4,train,gender x articleType,Unisex | Belts,6,6,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Caps,96,84,0.8125
CompactBlurCNN,4,train,gender x articleType,Unisex | Casual Shoes,150,139,0.54
CompactBlurCNN,4,train,gender x articleType,Unisex | Deodorant,3,3,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Duffel Bag,53,40,0.8867924528301887
CompactBlurCNN,4,train,gender x articleType,Unisex | Flip Flops,101,93,0.5445544554455446
CompactBlurCNN,4,train,gender x articleType,Unisex | Footballs,6,6,0.6666666666666666
CompactBlurCNN,4,train,gender x articleType,Unisex | Fragrance Gift Set,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Free Gifts,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Handbags,38,35,0.631578947368421
CompactBlurCNN,4,train,gender x articleType,Unisex | Hat,2,2,0.5
CompactBlurCNN,4,train,gender x articleType,Unisex | Headband,5,5,0.6
CompactBlurCNN,4,train,gender x articleType,Unisex | Jackets,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Jeans,3,1,1.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Key chain,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Laptop Bag,34,24,0.7647058823529411
CompactBlurCNN,4,train,gender x articleType,Unisex | Messenger Bag,22,21,0.6818181818181818
CompactBlurCNN,4,train,gender x articleType,Unisex | Mobile Pouch,6,5,0.3333333333333333
CompactBlurCNN,4,train,gender x articleType,Unisex | Mufflers,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Perfume and Body Mist,7,5,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Rain Jacket,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Rucksacks,8,8,0.875
CompactBlurCNN,4,train,gender x articleType,Unisex | Sandals,64,59,0.578125
CompactBlurCNN,4,train,gender x articleType,Unisex | Scarves,2,2,0.5
CompactBlurCNN,4,train,gender x articleType,Unisex | Shoe Accessories,14,11,0.5
CompactBlurCNN,4,train,gender x articleType,Unisex | Shoe Laces,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Socks,46,31,0.5217391304347826
CompactBlurCNN,4,train,gender x articleType,Unisex | Sports Sandals,3,3,0.3333333333333333
CompactBlurCNN,4,train,gender x articleType,Unisex | Sports Shoes,29,29,0.1724137931034483
CompactBlurCNN,4,train,gender x articleType,Unisex | Sunglasses,95,54,0.4421052631578947
CompactBlurCNN,4,train,gender x articleType,Unisex | Sweatshirts,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Swimwear,2,2,0.5
CompactBlurCNN,4,train,gender x articleType,Unisex | Track Pants,1,1,0.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Travel Accessory,8,7,0.875
CompactBlurCNN,4,train,gender x articleType,Unisex | Trolley Bag,2,1,1.0
CompactBlurCNN,4,train,gender x articleType,Unisex | Tshirts,49,38,0.6530612244897959
CompactBlurCNN,4,train,gender x articleType,Unisex | Waist Pouch,11,10,0.8181818181818182
CompactBlurCNN,4,train,gender x articleType,Unisex | Wallets,14,12,0.14285714285714285
CompactBlurCNN,4,train,gender x articleType,Unisex | Watches,88,75,0.5909090909090909
CompactBlurCNN,4,train,gender x articleType,Unisex | Water Bottle,6,6,0.8333333333333334
CompactBlurCNN,4,train,gender x articleType,Unisex | Wristbands,4,4,0.5
CompactBlurCNN,4,train,gender x articleType,Women | Baby Dolls,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Backpacks,24,22,0.6666666666666666
CompactBlurCNN,4,train,gender x articleType,Women | Bangle,36,16,0.9166666666666666
CompactBlurCNN,4,train,gender x articleType,Women | Belts,185,135,0.8864864864864865
CompactBlurCNN,4,train,gender x articleType,Women | Blazers,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Bra,201,157,0.9950248756218906
CompactBlurCNN,4,train,gender x articleType,Women | Bracelet,21,13,0.9047619047619048
CompactBlurCNN,4,train,gender x articleType,Women | Briefs,105,77,0.9809523809523809
CompactBlurCNN,4,train,gender x articleType,Women | Camisoles,10,10,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Capris,77,65,0.8961038961038961
CompactBlurCNN,4,train,gender x articleType,Women | Caps,15,14,0.4
CompactBlurCNN,4,train,gender x articleType,Women | Casual Shoes,214,189,0.883177570093458
CompactBlurCNN,4,train,gender x articleType,Women | Churidar,13,12,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Clutches,151,123,0.9801324503311258
CompactBlurCNN,4,train,gender x articleType,Women | Compact,4,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Deodorant,69,65,0.9130434782608695
CompactBlurCNN,4,train,gender x articleType,Women | Dresses,186,151,0.967741935483871
CompactBlurCNN,4,train,gender x articleType,Women | Duffel Bag,3,3,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Dupatta,80,58,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Earrings,160,29,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Eyeshadow,3,2,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Flats,284,186,0.9612676056338029
CompactBlurCNN,4,train,gender x articleType,Women | Flip Flops,150,100,0.94
CompactBlurCNN,4,train,gender x articleType,Women | Foundation and Primer,9,4,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Fragrance Gift Set,17,17,0.9411764705882353
CompactBlurCNN,4,train,gender x articleType,Women | Free Gifts,21,17,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Handbags,934,598,0.987152034261242
CompactBlurCNN,4,train,gender x articleType,Women | Heels,707,379,0.9929278642149929
CompactBlurCNN,4,train,gender x articleType,Women | Highlighter and Blush,4,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Innerwear Vests,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Ipad,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Jackets,28,25,0.9285714285714286
CompactBlurCNN,4,train,gender x articleType,Women | Jeans,138,74,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Jeggings,18,11,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Jewellery Set,32,13,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Jumpsuit,8,8,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Kajal and Eyeliner,9,7,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Kurta Sets,50,46,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Kurtas,1015,526,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Kurtis,136,105,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Laptop Bag,7,7,0.8571428571428571
CompactBlurCNN,4,train,gender x articleType,Women | Leggings,91,82,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Lip Gloss,4,4,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Lip Liner,7,6,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Lip Plumper,3,3,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Lipstick,6,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Lounge Pants,14,13,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Lounge Shorts,4,4,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Lounge Tshirts,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Mobile Pouch,26,26,0.8461538461538461
CompactBlurCNN,4,train,gender x articleType,Women | Mufflers,6,3,0.6666666666666666
CompactBlurCNN,4,train,gender x articleType,Women | Nail Polish,13,12,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Necklace and Chains,42,29,0.9761904761904762
CompactBlurCNN,4,train,gender x articleType,Women | Night suits,35,19,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Nightdress,27,20,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Patiala,18,16,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Pendant,77,9,0.987012987012987
CompactBlurCNN,4,train,gender x articleType,Women | Perfume and Body Mist,158,133,0.9240506329113924
CompactBlurCNN,4,train,gender x articleType,Women | Ring,51,2,0.9803921568627451
CompactBlurCNN,4,train,gender x articleType,Women | Robe,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Salwar,18,16,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Salwar and Dupatta,5,5,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Sandals,3,3,0.3333333333333333
CompactBlurCNN,4,train,gender x articleType,Women | Sarees,104,84,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Scarves,39,32,0.9487179487179487
CompactBlurCNN,4,train,gender x articleType,Women | Shapewear,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Shirts,187,164,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Shorts,41,39,0.926829268292683
CompactBlurCNN,4,train,gender x articleType,Women | Shrug,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Skirts,64,56,0.921875
CompactBlurCNN,4,train,gender x articleType,Women | Socks,57,48,0.8245614035087719
CompactBlurCNN,4,train,gender x articleType,Women | Sports Sandals,21,21,0.8095238095238095
CompactBlurCNN,4,train,gender x articleType,Women | Sports Shoes,268,253,0.8694029850746269
CompactBlurCNN,4,train,gender x articleType,Women | Stockings,18,8,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Stoles,62,41,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Sunglasses,223,125,0.9327354260089686
CompactBlurCNN,4,train,gender x articleType,Women | Sweaters,59,53,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Sweatshirts,40,38,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Swimwear,10,9,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Tablet Sleeve,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Ties and Cufflinks,1,1,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Tights,5,4,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Tops,940,693,0.9861702127659574
CompactBlurCNN,4,train,gender x articleType,Women | Track Pants,55,49,0.9636363636363636
CompactBlurCNN,4,train,gender x articleType,Women | Travel Accessory,2,2,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Trousers,60,46,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Tshirts,679,604,0.9837997054491899
CompactBlurCNN,4,train,gender x articleType,Women | Tunics,118,105,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Umbrellas,3,3,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Waistcoat,4,3,1.0
CompactBlurCNN,4,train,gender x articleType,Women | Wallets,271,200,0.966789667896679
CompactBlurCNN,4,train,gender x articleType,Women | Watches,546,400,0.9047619047619048
CompactBlurCNN,4,train,gender x family_size_bin,Boys | 1,211,211,0.7962085308056872
CompactBlurCNN,4,train,gender x family_size_bin,Boys | 2-3,202,86,0.9257425742574258
CompactBlurCNN,4,train,gender x family_size_bin,Boys | 4+,133,18,0.9924812030075187
CompactBlurCNN,4,train,gender x family_size_bin,Girls | 1,184,184,0.6847826086956522
CompactBlurCNN,4,train,gender x family_size_bin,Girls | 2-3,174,75,0.9080459770114943
CompactBlurCNN,4,train,gender x family_size_bin,Girls | 4+,76,13,0.9473684210526315
CompactBlurCNN,4,train,gender x family_size_bin,Men | 1,8206,8206,0.9790397270290032
CompactBlurCNN,4,train,gender x family_size_bin,Men | 2-3,2678,1204,0.9824495892457058
CompactBlurCNN,4,train,gender x family_size_bin,Men | 4+,3317,466,0.9879409104612602
CompactBlurCNN,4,train,gender x family_size_bin,Unisex | 1,1016,1016,0.672244094488189
CompactBlurCNN,4,train,gender x family_size_bin,Unisex | 2-3,195,89,0.717948717948718
CompactBlurCNN,4,train,gender x family_size_bin,Unisex | 4+,202,32,0.8316831683168316
CompactBlurCNN,4,train,gender x family_size_bin,Women | 1,5631,5631,0.9573787959509856
CompactBlurCNN,4,train,gender x family_size_bin,Women | 2-3,1756,784,0.9709567198177677
CompactBlurCNN,4,train,gender x family_size_bin,Women | 4+,2235,322,0.9874720357941834
CompactBlurCNN,4,validation,gender,Boys,138,82,0.644927536231884
CompactBlurCNN,4,validation,gender,Girls,109,64,0.4954128440366973
CompactBlurCNN,4,validation,gender,Men,3552,2469,0.9349662162162162
CompactBlurCNN,4,validation,gender,Unisex,353,291,0.4730878186968839
CompactBlurCNN,4,validation,gender,Women,2405,1664,0.9064449064449065
CompactBlurCNN,4,validation,articleType,Accessory Gift Set,18,6,1.0
CompactBlurCNN,4,validation,articleType,Backpacks,126,86,0.7777777777777778
CompactBlurCNN,4,validation,articleType,Bangle,13,1,0.3076923076923077
CompactBlurCNN,4,validation,articleType,Basketballs,2,2,0.5
CompactBlurCNN,4,validation,articleType,Belts,136,82,0.7941176470588235
CompactBlurCNN,4,validation,articleType,Blazers,2,2,0.5
CompactBlurCNN,4,validation,articleType,Booties,2,1,0.0
CompactBlurCNN,4,validation,articleType,Boxers,7,6,1.0
CompactBlurCNN,4,validation,articleType,Bra,50,39,0.98
CompactBlurCNN,4,validation,articleType,Bracelet,7,2,0.8571428571428571
CompactBlurCNN,4,validation,articleType,Briefs,113,79,0.9911504424778761
CompactBlurCNN,4,validation,articleType,Camisoles,3,3,1.0
CompactBlurCNN,4,validation,articleType,Capris,27,20,0.6296296296296297
CompactBlurCNN,4,validation,articleType,Caps,46,41,0.5434782608695652
CompactBlurCNN,4,validation,articleType,Casual Shoes,452,351,0.8539823008849557
CompactBlurCNN,4,validation,articleType,Churidar,6,6,1.0
CompactBlurCNN,4,validation,articleType,Clothing Set,2,2,0.5
CompactBlurCNN,4,validation,articleType,Clutches,38,31,0.9473684210526315
CompactBlurCNN,4,validation,articleType,Concealer,2,1,1.0
CompactBlurCNN,4,validation,articleType,Cufflinks,7,2,0.7142857142857143
CompactBlurCNN,4,validation,articleType,Cushion Covers,1,1,0.0
CompactBlurCNN,4,validation,articleType,Deodorant,49,45,0.7959183673469388
CompactBlurCNN,4,validation,articleType,Dresses,58,45,0.8103448275862069
CompactBlurCNN,4,validation,articleType,Duffel Bag,14,12,0.6428571428571429
CompactBlurCNN,4,validation,articleType,Dupatta,19,15,1.0
CompactBlurCNN,4,validation,articleType,Earrings,45,3,0.9777777777777777
CompactBlurCNN,4,validation,articleType,Eyeshadow,1,1,1.0
CompactBlurCNN,4,validation,articleType,Flats,72,48,0.9305555555555556
CompactBlurCNN,4,validation,articleType,Flip Flops,149,122,0.7919463087248322
CompactBlurCNN,4,validation,articleType,Footballs,1,1,0.0
CompactBlurCNN,4,validation,articleType,Formal Shoes,102,45,0.9901960784313726
CompactBlurCNN,4,validation,articleType,Foundation and Primer,2,1,1.0
CompactBlurCNN,4,validation,articleType,Fragrance Gift Set,9,9,0.8888888888888888
CompactBlurCNN,4,validation,articleType,Free Gifts,10,7,0.6
CompactBlurCNN,4,validation,articleType,Gloves,4,3,0.75
CompactBlurCNN,4,validation,articleType,Handbags,246,157,0.8943089430894309
CompactBlurCNN,4,validation,articleType,Headband,1,1,0.0
CompactBlurCNN,4,validation,articleType,Heels,183,93,0.9890710382513661
CompactBlurCNN,4,validation,articleType,Innerwear Vests,40,31,0.975
CompactBlurCNN,4,validation,articleType,Jackets,38,34,0.8947368421052632
CompactBlurCNN,4,validation,articleType,Jeans,95,48,0.968421052631579
CompactBlurCNN,4,validation,articleType,Jeggings,4,3,1.0
CompactBlurCNN,4,validation,articleType,Jewellery Set,6,3,1.0
CompactBlurCNN,4,validation,articleType,Jumpsuit,2,2,1.0
CompactBlurCNN,4,validation,articleType,Kajal and Eyeliner,2,2,1.0
CompactBlurCNN,4,validation,articleType,Kurta Sets,12,11,1.0
CompactBlurCNN,4,validation,articleType,Kurtas,267,141,0.9925093632958801
CompactBlurCNN,4,validation,articleType,Kurtis,34,27,1.0
CompactBlurCNN,4,validation,articleType,Laptop Bag,13,9,0.46153846153846156
CompactBlurCNN,4,validation,articleType,Leggings,27,23,0.9259259259259259
CompactBlurCNN,4,validation,articleType,Lehenga Choli,1,1,1.0
CompactBlurCNN,4,validation,articleType,Lip Gloss,1,1,1.0
CompactBlurCNN,4,validation,articleType,Lip Liner,4,1,1.0
CompactBlurCNN,4,validation,articleType,Lipstick,4,1,1.0
CompactBlurCNN,4,validation,articleType,Lounge Pants,9,9,0.7777777777777778
CompactBlurCNN,4,validation,articleType,Lounge Shorts,6,5,0.6666666666666666
CompactBlurCNN,4,validation,articleType,Messenger Bag,7,7,0.42857142857142855
CompactBlurCNN,4,validation,articleType,Mobile Pouch,8,8,0.75
CompactBlurCNN,4,validation,articleType,Mufflers,6,5,0.8333333333333334
CompactBlurCNN,4,validation,articleType,Nail Polish,3,3,1.0
CompactBlurCNN,4,validation,articleType,Necklace and Chains,11,8,0.8181818181818182
CompactBlurCNN,4,validation,articleType,Nehru Jackets,1,1,1.0
CompactBlurCNN,4,validation,articleType,Night suits,12,8,0.9166666666666666
CompactBlurCNN,4,validation,articleType,Nightdress,7,6,1.0
CompactBlurCNN,4,validation,articleType,Patiala,5,3,1.0
CompactBlurCNN,4,validation,articleType,Pendant,28,1,1.0
CompactBlurCNN,4,validation,articleType,Perfume and Body Mist,95,81,0.7894736842105263
CompactBlurCNN,4,validation,articleType,Rain Trousers,1,1,1.0
CompactBlurCNN,4,validation,articleType,Ring,3,1,1.0
CompactBlurCNN,4,validation,articleType,Rompers,2,1,1.0
CompactBlurCNN,4,validation,articleType,Rucksacks,2,2,1.0
